question,choices,pct_voters,Trump,Biden,state,q_id,abbrev,votes,lat,lon
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0,,,vermont,1,VT,3,44.0687,-72.6658
What is your age?,18-29,0.09,,,vermont,2,VT,3,44.0687,-72.6658
What is your age?,30-44,0.21,,,vermont,2,VT,3,44.0687,-72.6658
What is your age?,45-64,0.37,,,vermont,2,VT,3,44.0687,-72.6658
What is your age?,65+,0.32,,,vermont,2,VT,3,44.0687,-72.6658
Which best describes your level of education?,High school or less,0.19,,,vermont,3,VT,3,44.0687,-72.6658
Which best describes your level of education?,"Some college, or associate degree",0.29,,,vermont,3,VT,3,44.0687,-72.6658
Which best describes your level of education?,College graduate,0.32,,,vermont,3,VT,3,44.0687,-72.6658
Which best describes your level of education?,Postgraduate study,0.2,,,vermont,3,VT,3,44.0687,-72.6658
"What is your present religion, if any?",Protestant,0.18,,,vermont,4,VT,3,44.0687,-72.6658
"What is your present religion, if any?",Catholic,0.23,,,vermont,4,VT,3,44.0687,-72.6658
"What is your present religion, if any?",Mormon,0,,,vermont,4,VT,3,44.0687,-72.6658
"What is your present religion, if any?",Other Christian,0.03,,,vermont,4,VT,3,44.0687,-72.6658
"What is your present religion, if any?",Jewish,0.06,,,vermont,4,VT,3,44.0687,-72.6658
"What is your present religion, if any?",Muslim,0,,,vermont,4,VT,3,44.0687,-72.6658
"What is your present religion, if any?",Something else,0.08,,,vermont,4,VT,3,44.0687,-72.6658
"What is your present religion, if any?",None,0.43,,,vermont,4,VT,3,44.0687,-72.6658
What was your total household income in 2019?,"Under $25,000",0.15,,,vermont,6,VT,3,44.0687,-72.6658
What was your total household income in 2019?,"$25,000-$49,999",0.25,,,vermont,6,VT,3,44.0687,-72.6658
What was your total household income in 2019?,"$50,000-$74,999",0.21,,,vermont,6,VT,3,44.0687,-72.6658
What was your total household income in 2019?,"$75,000-$99,999",0.1,,,vermont,6,VT,3,44.0687,-72.6658
What was your total household income in 2019?,"$100,000 or more",0.29,,,vermont,6,VT,3,44.0687,-72.6658
When did you vote?,Election Day,0.27,,,vermont,7,VT,3,44.0687,-72.6658
When did you vote?,Early or absentee,0.73,17,80,vermont,7,VT,3,44.0687,-72.6658
Do you think the condition of the nation’s economy is:,Excellent or good,0.27,,,vermont,9,VT,3,44.0687,-72.6658
Do you think the condition of the nation’s economy is:,Not so good or poor,0.73,18,80,vermont,9,VT,3,44.0687,-72.6658
Do you think the coronavirus in the United States is:,At least somewhat under control,0.33,,,vermont,10,VT,3,44.0687,-72.6658
Do you think the coronavirus in the United States is:,Not at all under control,0.66,12,87,vermont,10,VT,3,44.0687,-72.6658
How serious a problem is racism in U.S. society?,Very or somewhat serious,0.81,17,80,vermont,11,VT,3,44.0687,-72.6658
How serious a problem is racism in U.S. society?,Not too or not at all serious,0.19,,,vermont,11,VT,3,44.0687,-72.6658
How serious a problem is racism in policing?,Very or somewhat serious,0.76,14,84,vermont,12,VT,3,44.0687,-72.6658
How serious a problem is racism in policing?,Not too or not at all serious,0.19,,,vermont,12,VT,3,44.0687,-72.6658
"Thinking about the criminal justice system in the United States, would you say it:",Needs a complete overhaul or major changes,0.84,,,vermont,13,VT,3,44.0687,-72.6658
"Thinking about the criminal justice system in the United States, would you say it:",Needs minor changes or no changes,0.16,,,vermont,13,VT,3,44.0687,-72.6658
"In general, how concerned are you about the effects of climate change?",Very or somewhat concerned,0.82,,,vermont,14,VT,3,44.0687,-72.6658
"In general, how concerned are you about the effects of climate change?",Not too or not at all concerned,0.18,,,vermont,14,VT,3,44.0687,-72.6658
Should gun laws in the U.S. be made:,More strict,0.44,,,vermont,15,VT,3,44.0687,-72.6658
Should gun laws in the U.S. be made:,Less strict,0.29,,,vermont,15,VT,3,44.0687,-72.6658
Should gun laws in the U.S. be made:,Kept as they are,0.22,,,vermont,15,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,18-29 men,0.07,,,vermont,16,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,18-29 women,0.02,,,vermont,16,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,30-44 men,0.14,,,vermont,16,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,30-44 women,0.08,,,vermont,16,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,45-64 men,0.18,,,vermont,16,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,45-64 women,0.19,,,vermont,16,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,65+ men,0.17,,,vermont,16,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,65+ women,0.15,,,vermont,16,VT,3,44.0687,-72.6658
How old are you? And what is your gender?,All others,0,,,vermont,16,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage?,White,0.96,31,67,vermont,17,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage?,African-American or Black,0,,,vermont,17,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage?,Latino or Hispanic,0.01,,,vermont,17,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage?,Other,0.04,,,vermont,17,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage?,White,0.96,31,67,vermont,18,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage?,Nonwhite,0.04,,,vermont,18,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And what is your gender?,White men,0.52,,,vermont,19,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And what is your gender?,White women,0.43,,,vermont,19,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.03,,,vermont,19,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.01,,,vermont,19,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And what is your gender?,All others,0,,,vermont,19,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And how old are you?,White 18-44,0.28,,,vermont,20,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And how old are you?,White 45+,0.68,24,73,vermont,20,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.03,,,vermont,20,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.02,,,vermont,20,VT,3,44.0687,-72.6658
Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.05,,,vermont,5,VT,3,44.0687,-72.6658
Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.95,,,vermont,5,VT,3,44.0687,-72.6658
"How often, if at all, do you attend religious services?",At least monthly,0.21,,,vermont,21,VT,3,44.0687,-72.6658
"How often, if at all, do you attend religious services?",Less often,0.79,,,vermont,21,VT,3,44.0687,-72.6658
Marital Status,Married,0.46,,,vermont,22,VT,3,44.0687,-72.6658
Marital Status,Not married,0.54,,,vermont,22,VT,3,44.0687,-72.6658
Are you married? What is your gender?,Married men,0.21,,,vermont,23,VT,3,44.0687,-72.6658
Are you married? What is your gender?,Married women,0.25,,,vermont,23,VT,3,44.0687,-72.6658
Are you married? What is your gender?,Not married men,0.32,,,vermont,23,VT,3,44.0687,-72.6658
Are you married? What is your gender?,Not married women,0.22,,,vermont,23,VT,3,44.0687,-72.6658
What is your gender and level of education?,Noncollege graduate men,0.3,,,vermont,24,VT,3,44.0687,-72.6658
What is your gender and level of education?,College graduate men,0.25,,,vermont,24,VT,3,44.0687,-72.6658
What is your gender and level of education?,Noncollege graduate women,0.18,,,vermont,24,VT,3,44.0687,-72.6658
What is your gender and level of education?,College graduate women,0.27,,,vermont,24,VT,3,44.0687,-72.6658
What is your gender and level of education?,All others,0,,,vermont,24,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage and level of education?,White noncollege,0.45,,,vermont,25,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage and level of education?,White college,0.51,16,80,vermont,25,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.03,,,vermont,25,VT,3,44.0687,-72.6658
What is your racial or ethnic heritage and level of education?,Nonwhite college,0.01,,,vermont,25,VT,3,44.0687,-72.6658
What is your age and education level?,Noncollege 18-44,0.23,,,vermont,26,VT,3,44.0687,-72.6658
What is your age and education level?,College 18-44,0.07,,,vermont,26,VT,3,44.0687,-72.6658
What is your age and education level?,College 45+,0.25,,,vermont,26,VT,3,44.0687,-72.6658
What is your age and education level?,Noncollege 45+,0.45,15,79,vermont,26,VT,3,44.0687,-72.6658
Which of the following best describes the area where you live?,Urban,0.07,,,vermont,27,VT,3,44.0687,-72.6658
Which of the following best describes the area where you live?,Suburban,0.16,,,vermont,27,VT,3,44.0687,-72.6658
Which of the following best describes the area where you live?,Small town or rural,0.78,32,66,vermont,27,VT,3,44.0687,-72.6658
What is your gender? And the size of the place where you live?,Urban men,0.04,,,vermont,28,VT,3,44.0687,-72.6658
What is your gender? And the size of the place where you live?,Suburban men,0.06,,,vermont,28,VT,3,44.0687,-72.6658
What is your gender? And the size of the place where you live?,Small town/Rural men,0.45,,,vermont,28,VT,3,44.0687,-72.6658
What is your gender? And the size of the place where you live?,Urban women,0.02,,,vermont,28,VT,3,44.0687,-72.6658
What is your gender? And the size of the place where you live?,Suburban women,0.09,,,vermont,28,VT,3,44.0687,-72.6658
What is your gender? And the size of the place where you live?,Small town or rural women,0.33,,,vermont,28,VT,3,44.0687,-72.6658
What is your gender? And the size of the place where you live?,All others,0,,,vermont,28,VT,3,44.0687,-72.6658
"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.31,,,vermont,32,VT,3,44.0687,-72.6658
"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.69,,,vermont,32,VT,3,44.0687,-72.6658
How serious a problem is racism in U.S. society?,Very serious,0.51,6,92,vermont,11,VT,3,44.0687,-72.6658
How serious a problem is racism in U.S. society?,Less serious,0.49,,,vermont,11,VT,3,44.0687,-72.6658
How serious a problem is racism in policing?,Very serious,0.49,6,93,vermont,12,VT,3,44.0687,-72.6658
How serious a problem is racism in policing?,Less serious,0.47,,,vermont,12,VT,3,44.0687,-72.6658
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.51,,,vermont,34,VT,3,44.0687,-72.6658
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.12,,,vermont,34,VT,3,44.0687,-72.6658
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.35,,,vermont,34,VT,3,44.0687,-72.6658
Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.3,,,vermont,35,VT,3,44.0687,-72.6658
Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.66,,,vermont,35,VT,3,44.0687,-72.6658
"Do you describe yourself as a man, a woman, or in some other way?",Men,0.46,48,50,virginia,1,VA,13,37.5215,-78.8537
"Do you describe yourself as a man, a woman, or in some other way?",Women,0.53,41,57,virginia,1,VA,13,37.5215,-78.8537
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0.01,,,virginia,1,VA,13,37.5215,-78.8537
What is your age?,18-29,0.13,31,64,virginia,2,VA,13,37.5215,-78.8537
What is your age?,30-44,0.24,43,54,virginia,2,VA,13,37.5215,-78.8537
What is your age?,45-64,0.36,48,51,virginia,2,VA,13,37.5215,-78.8537
What is your age?,65+,0.26,46,53,virginia,2,VA,13,37.5215,-78.8537
Which best describes your level of education?,High school or less,0.22,48,51,virginia,3,VA,13,37.5215,-78.8537
Which best describes your level of education?,"Some college, or associate degree",0.31,50,48,virginia,3,VA,13,37.5215,-78.8537
Which best describes your level of education?,College graduate,0.28,36,61,virginia,3,VA,13,37.5215,-78.8537
Which best describes your level of education?,Postgraduate study,0.19,40,57,virginia,3,VA,13,37.5215,-78.8537
"What is your present religion, if any?",Protestant,0.33,54,44,virginia,4,VA,13,37.5215,-78.8537
"What is your present religion, if any?",Catholic,0.15,50,47,virginia,4,VA,13,37.5215,-78.8537
"What is your present religion, if any?",Mormon,0.01,,,virginia,4,VA,13,37.5215,-78.8537
"What is your present religion, if any?",Other Christian,0.19,50,48,virginia,4,VA,13,37.5215,-78.8537
"What is your present religion, if any?",Jewish,0.02,,,virginia,4,VA,13,37.5215,-78.8537
"What is your present religion, if any?",Muslim,0.02,,,virginia,4,VA,13,37.5215,-78.8537
"What is your present religion, if any?",Something else,0.08,31,66,virginia,4,VA,13,37.5215,-78.8537
"What is your present religion, if any?",None,0.21,24,74,virginia,4,VA,13,37.5215,-78.8537
What was your total household income in 2019?,"Under $25,000",0.12,35,63,virginia,6,VA,13,37.5215,-78.8537
What was your total household income in 2019?,"$25,000-$49,999",0.21,44,55,virginia,6,VA,13,37.5215,-78.8537
What was your total household income in 2019?,"$50,000-$74,999",0.19,49,49,virginia,6,VA,13,37.5215,-78.8537
What was your total household income in 2019?,"$75,000-$99,999",0.14,44,54,virginia,6,VA,13,37.5215,-78.8537
What was your total household income in 2019?,"$100,000 or more",0.34,45,53,virginia,6,VA,13,37.5215,-78.8537
When did you vote?,Election Day,0.34,66,33,virginia,7,VA,13,37.5215,-78.8537
When did you vote?,Early or absentee,0.66,33,65,virginia,7,VA,13,37.5215,-78.8537
Do you have a close friend or family member who has died from the coronavirus?,Yes,0.19,34,65,virginia,8,VA,13,37.5215,-78.8537
Do you have a close friend or family member who has died from the coronavirus?,No,0.81,43,54,virginia,8,VA,13,37.5215,-78.8537
Do you think the condition of the nation’s economy is:,Excellent or good,0.42,76,21,virginia,9,VA,13,37.5215,-78.8537
Do you think the condition of the nation’s economy is:,Not so good or poor,0.58,20,78,virginia,9,VA,13,37.5215,-78.8537
Do you think the coronavirus in the United States is:,At least somewhat under control,0.48,75,22,virginia,10,VA,13,37.5215,-78.8537
Do you think the coronavirus in the United States is:,Not at all under control,0.51,14,84,virginia,10,VA,13,37.5215,-78.8537
How serious a problem is racism in U.S. society?,Very or somewhat serious,0.76,31,68,virginia,11,VA,13,37.5215,-78.8537
How serious a problem is racism in U.S. society?,Not too or not at all serious,0.23,88,10,virginia,11,VA,13,37.5215,-78.8537
How serious a problem is racism in policing?,Very or somewhat serious,0.71,28,70,virginia,12,VA,13,37.5215,-78.8537
How serious a problem is racism in policing?,Not too or not at all serious,0.26,89,9,virginia,12,VA,13,37.5215,-78.8537
"Thinking about the criminal justice system in the United States, would you say it:",Needs a complete overhaul or major changes,0.7,33,66,virginia,13,VA,13,37.5215,-78.8537
"Thinking about the criminal justice system in the United States, would you say it:",Needs minor changes or no changes,0.29,70,28,virginia,13,VA,13,37.5215,-78.8537
"In general, how concerned are you about the effects of climate change?",Very or somewhat concerned,0.71,28,70,virginia,14,VA,13,37.5215,-78.8537
"In general, how concerned are you about the effects of climate change?",Not too or not at all concerned,0.29,89,10,virginia,14,VA,13,37.5215,-78.8537
Should gun laws in the U.S. be made:,More strict,0.53,15,84,virginia,15,VA,13,37.5215,-78.8537
Should gun laws in the U.S. be made:,Less strict,0.15,,,virginia,15,VA,13,37.5215,-78.8537
Should gun laws in the U.S. be made:,Kept as they are,0.31,80,19,virginia,15,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,18-29 men,0.06,37,56,virginia,16,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,18-29 women,0.07,28,69,virginia,16,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,30-44 men,0.12,51,47,virginia,16,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,30-44 women,0.12,37,61,virginia,16,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,45-64 men,0.17,50,49,virginia,16,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,45-64 women,0.19,46,53,virginia,16,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,65+ men,0.12,49,50,virginia,16,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,65+ women,0.14,44,56,virginia,16,VA,13,37.5215,-78.8537
How old are you? And what is your gender?,All others,0.01,,,virginia,16,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage?,White,0.73,52,45,virginia,17,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage?,African-American or Black,0.16,9,90,virginia,17,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage?,Latino or Hispanic,0.04,38,57,virginia,17,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage?,Other,0.07,40,59,virginia,17,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage?,White,0.73,52,45,virginia,18,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage?,Nonwhite,0.27,21,77,virginia,18,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And what is your gender?,White men,0.35,53,44,virginia,19,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And what is your gender?,White women,0.38,52,46,virginia,19,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.11,32,66,virginia,19,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.15,14,84,virginia,19,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And what is your gender?,All others,0.01,,,virginia,19,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And how old are you?,White 18-44,0.25,47,49,virginia,20,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And how old are you?,White 45+,0.48,55,44,virginia,20,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.12,21,76,virginia,20,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.15,22,78,virginia,20,VA,13,37.5215,-78.8537
Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.24,80,18,virginia,5,VA,13,37.5215,-78.8537
Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.76,36,62,virginia,5,VA,13,37.5215,-78.8537
"How often, if at all, do you attend religious services?",At least monthly,0.42,55,43,virginia,21,VA,13,37.5215,-78.8537
"How often, if at all, do you attend religious services?",Less often,0.58,36,63,virginia,21,VA,13,37.5215,-78.8537
Marital Status,Married,0.56,51,48,virginia,22,VA,13,37.5215,-78.8537
Marital Status,Not married,0.44,34,64,virginia,22,VA,13,37.5215,-78.8537
Are you married? What is your gender?,Married men,0.29,53,46,virginia,23,VA,13,37.5215,-78.8537
Are you married? What is your gender?,Married women,0.27,49,50,virginia,23,VA,13,37.5215,-78.8537
Are you married? What is your gender?,Not married men,0.16,,,virginia,23,VA,13,37.5215,-78.8537
Are you married? What is your gender?,Not married women,0.27,35,63,virginia,23,VA,13,37.5215,-78.8537
What is your gender and level of education?,Noncollege graduate men,0.2,55,43,virginia,24,VA,13,37.5215,-78.8537
What is your gender and level of education?,College graduate men,0.26,42,55,virginia,24,VA,13,37.5215,-78.8537
What is your gender and level of education?,Noncollege graduate women,0.32,46,52,virginia,24,VA,13,37.5215,-78.8537
What is your gender and level of education?,College graduate women,0.21,33,65,virginia,24,VA,13,37.5215,-78.8537
What is your gender and level of education?,All others,0.01,,,virginia,24,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage and level of education?,White noncollege,0.37,61,37,virginia,25,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage and level of education?,White college,0.36,43,54,virginia,25,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.16,21,77,virginia,25,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage and level of education?,Nonwhite college,0.11,22,77,virginia,25,VA,13,37.5215,-78.8537
What is your age and education level?,Noncollege 18-44,0.19,43,54,virginia,26,VA,13,37.5215,-78.8537
What is your age and education level?,College 18-44,0.18,35,62,virginia,26,VA,13,37.5215,-78.8537
What is your age and education level?,College 45+,0.34,53,46,virginia,26,VA,13,37.5215,-78.8537
What is your age and education level?,Noncollege 45+,0.29,40,58,virginia,26,VA,13,37.5215,-78.8537
Which of the following best describes the area where you live?,Urban,0.17,34,63,virginia,27,VA,13,37.5215,-78.8537
Which of the following best describes the area where you live?,Suburban,0.5,37,61,virginia,27,VA,13,37.5215,-78.8537
Which of the following best describes the area where you live?,Small town or rural,0.33,59,39,virginia,27,VA,13,37.5215,-78.8537
What is your gender? And the size of the place where you live?,Urban men,0.1,43,55,virginia,28,VA,13,37.5215,-78.8537
What is your gender? And the size of the place where you live?,Suburban men,0.23,40,57,virginia,28,VA,13,37.5215,-78.8537
What is your gender? And the size of the place where you live?,Small town/Rural men,0.13,64,33,virginia,28,VA,13,37.5215,-78.8537
What is your gender? And the size of the place where you live?,Urban women,0.07,23,74,virginia,28,VA,13,37.5215,-78.8537
What is your gender? And the size of the place where you live?,Suburban women,0.27,35,64,virginia,28,VA,13,37.5215,-78.8537
What is your gender? And the size of the place where you live?,Small town or rural women,0.19,57,42,virginia,28,VA,13,37.5215,-78.8537
What is your gender? And the size of the place where you live?,All others,0.01,,,virginia,28,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And the size of the place where you live?,White urban,0.11,45,51,virginia,29,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And the size of the place where you live?,White suburban,0.37,43,55,virginia,29,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And the size of the place where you live?,White small town or rural,0.25,69,29,virginia,29,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite urban,0.06,16,83,virginia,29,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite suburban,0.13,21,77,virginia,29,VA,13,37.5215,-78.8537
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.07,26,72,virginia,29,VA,13,37.5215,-78.8537
What describes the area where you live? And what is your level of education?,Urban college,0.1,37,61,virginia,30,VA,13,37.5215,-78.8537
What describes the area where you live? And what is your level of education?,Suburban college,0.27,33,65,virginia,30,VA,13,37.5215,-78.8537
What describes the area where you live? And what is your level of education?,Small town or rural college,0.1,53,43,virginia,30,VA,13,37.5215,-78.8537
What describes the area where you live? And what is your level of education?,Urban noncollege,0.07,31,66,virginia,30,VA,13,37.5215,-78.8537
What describes the area where you live? And what is your level of education?,Suburban noncollege,0.23,42,56,virginia,30,VA,13,37.5215,-78.8537
What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.23,62,37,virginia,30,VA,13,37.5215,-78.8537
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.44,56,43,virginia,31,VA,13,37.5215,-78.8537
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No gun in household,0.56,37,62,virginia,31,VA,13,37.5215,-78.8537
"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.32,50,47,virginia,32,VA,13,37.5215,-78.8537
"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.68,41,57,virginia,32,VA,13,37.5215,-78.8537
Which best describes your family's financial situation? Are you...,Getting ahead,0.15,,,virginia,33,VA,13,37.5215,-78.8537
Which best describes your family's financial situation? Are you...,Holding steady,0.66,40,58,virginia,33,VA,13,37.5215,-78.8537
Which best describes your family's financial situation? Are you...,Falling behind,0.19,30,67,virginia,33,VA,13,37.5215,-78.8537
How serious a problem is racism in U.S. society?,Very serious,0.47,17,82,virginia,11,VA,13,37.5215,-78.8537
How serious a problem is racism in U.S. society?,Less serious,0.52,68,29,virginia,11,VA,13,37.5215,-78.8537
How serious a problem is racism in policing?,Very serious,0.46,15,84,virginia,12,VA,13,37.5215,-78.8537
How serious a problem is racism in policing?,Less serious,0.52,70,27,virginia,12,VA,13,37.5215,-78.8537
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.38,14,85,virginia,34,VA,13,37.5215,-78.8537
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.23,80,19,virginia,34,VA,13,37.5215,-78.8537
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.38,51,47,virginia,34,VA,13,37.5215,-78.8537
Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.29,78,19,virginia,35,VA,13,37.5215,-78.8537
Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.71,26,70,virginia,35,VA,13,37.5215,-78.8537
"Do you describe yourself as a man, a woman, or in some other way?",Men,0.48,43,54,washington,1,WA,12,47.3826,-120.4472
"Do you describe yourself as a man, a woman, or in some other way?",Women,0.51,35,62,washington,1,WA,12,47.3826,-120.4472
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0.01,,,washington,1,WA,12,47.3826,-120.4472
What is your age?,18-29,0.12,26,69,washington,2,WA,12,47.3826,-120.4472
What is your age?,30-44,0.23,38,59,washington,2,WA,12,47.3826,-120.4472
What is your age?,45-64,0.36,40,58,washington,2,WA,12,47.3826,-120.4472
What is your age?,65+,0.28,44,55,washington,2,WA,12,47.3826,-120.4472
Which best describes your level of education?,High school or less,0.2,46,52,washington,3,WA,12,47.3826,-120.4472
Which best describes your level of education?,"Some college, or associate degree",0.37,42,55,washington,3,WA,12,47.3826,-120.4472
Which best describes your level of education?,College graduate,0.27,33,65,washington,3,WA,12,47.3826,-120.4472
Which best describes your level of education?,Postgraduate study,0.16,32,64,washington,3,WA,12,47.3826,-120.4472
"What is your present religion, if any?",Protestant,0.24,56,42,washington,4,WA,12,47.3826,-120.4472
"What is your present religion, if any?",Catholic,0.14,43,56,washington,4,WA,12,47.3826,-120.4472
"What is your present religion, if any?",Mormon,0.03,,,washington,4,WA,12,47.3826,-120.4472
"What is your present religion, if any?",Other Christian,0.15,57,40,washington,4,WA,12,47.3826,-120.4472
"What is your present religion, if any?",Jewish,0.02,,,washington,4,WA,12,47.3826,-120.4472
"What is your present religion, if any?",Muslim,0.01,,,washington,4,WA,12,47.3826,-120.4472
"What is your present religion, if any?",Something else,0.09,20,73,washington,4,WA,12,47.3826,-120.4472
"What is your present religion, if any?",None,0.34,21,77,washington,4,WA,12,47.3826,-120.4472
What was your total household income in 2019?,"Under $25,000",0.12,37,60,washington,6,WA,12,47.3826,-120.4472
What was your total household income in 2019?,"$25,000-$49,999",0.22,41,57,washington,6,WA,12,47.3826,-120.4472
What was your total household income in 2019?,"$50,000-$74,999",0.21,43,55,washington,6,WA,12,47.3826,-120.4472
What was your total household income in 2019?,"$75,000-$99,999",0.15,38,59,washington,6,WA,12,47.3826,-120.4472
What was your total household income in 2019?,"$100,000 or more",0.29,36,61,washington,6,WA,12,47.3826,-120.4472
When did you vote?,Election Day,0.04,,,washington,7,WA,12,47.3826,-120.4472
When did you vote?,Early or absentee,0.96,38,60,washington,7,WA,12,47.3826,-120.4472
Do you have a close friend or family member who has died from the coronavirus?,Yes,0.13,,,washington,8,WA,12,47.3826,-120.4472
Do you have a close friend or family member who has died from the coronavirus?,No,0.87,40,56,washington,8,WA,12,47.3826,-120.4472
Do you think the condition of the nation’s economy is:,Excellent or good,0.37,78,20,washington,9,WA,12,47.3826,-120.4472
Do you think the condition of the nation’s economy is:,Not so good or poor,0.62,16,81,washington,9,WA,12,47.3826,-120.4472
Do you think the coronavirus in the United States is:,At least somewhat under control,0.46,74,23,washington,10,WA,12,47.3826,-120.4472
Do you think the coronavirus in the United States is:,Not at all under control,0.54,9,89,washington,10,WA,12,47.3826,-120.4472
How serious a problem is racism in U.S. society?,Very or somewhat serious,0.77,25,72,washington,11,WA,12,47.3826,-120.4472
How serious a problem is racism in U.S. society?,Not too or not at all serious,0.22,87,12,washington,11,WA,12,47.3826,-120.4472
How serious a problem is racism in policing?,Very or somewhat serious,0.73,22,75,washington,12,WA,12,47.3826,-120.4472
How serious a problem is racism in policing?,Not too or not at all serious,0.25,85,12,washington,12,WA,12,47.3826,-120.4472
