q_id,question,choices,pct_voters,Trump,Biden,state
116,What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.03,46,52,wisconsin
117,What describes the area where you live? And what is your level of education?,Urban college,0.07,32,67,wisconsin
117,What describes the area where you live? And what is your level of education?,Suburban college,0.14,41,57,wisconsin
117,What describes the area where you live? And what is your level of education?,Small town or rural college,0.13,49,50,wisconsin
117,What describes the area where you live? And what is your level of education?,Urban noncollege,0.12,34,65,wisconsin
117,What describes the area where you live? And what is your level of education?,Suburban noncollege,0.18,51,47,wisconsin
117,What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.35,60,39,wisconsin
118,"Do you consider yourself to be a liberal, moderate, or conservative?",Liberal,0.28,8,92,wisconsin
118,"Do you consider yourself to be a liberal, moderate, or conservative?",Moderate,0.3,34,64,wisconsin
118,"Do you consider yourself to be a liberal, moderate, or conservative?",Conservative,0.42,88,11,wisconsin
119,Which one of the following statements best describes you?,Voted in 2018 midterm election,0.8,49,50,wisconsin
119,Which one of the following statements best describes you?,Did not vote in 2018 midterm election,0.2,50,48,wisconsin
120,"In the 2018 election for United States House of Representatives, did you vote for the Democratic candidate, the Republican candidate, or someone else?",Democratic candidate for Congress,0.38,5,94,wisconsin
120,"In the 2018 election for United States House of Representatives, did you vote for the Democratic candidate, the Republican candidate, or someone else?",Republican candidate for Congress,0.4,90,8,wisconsin
120,"In the 2018 election for United States House of Representatives, did you vote for the Democratic candidate, the Republican candidate, or someone else?",Someone else,0.01,,,wisconsin
120,"In the 2018 election for United States House of Representatives, did you vote for the Democratic candidate, the Republican candidate, or someone else?",Did not vote,0.2,50,48,wisconsin
121,Which one of the following statements best describes you?,Voted in 2016 presidential election,0.88,50,49,wisconsin
121,Which one of the following statements best describes you?,Did not vote in 2016 presidential election,0.12,42,57,wisconsin
122,"What is your political party? (Leaners included.) Do you consider yourself to be a liberal, moderate, or conservative?",Liberal Democrat,0.26,2,98,wisconsin
122,"What is your political party? (Leaners included.) Do you consider yourself to be a liberal, moderate, or conservative?",Moderate or conservative Democrat,0.18,4,95,wisconsin
122,"What is your political party? (Leaners included.) Do you consider yourself to be a liberal, moderate, or conservative?",Independent,0.05,36,58,wisconsin
122,"What is your political party? (Leaners included.) Do you consider yourself to be a liberal, moderate, or conservative?",Moderate or liberal Republican,0.13,80,17,wisconsin
122,"What is your political party? (Leaners included.) Do you consider yourself to be a liberal, moderate, or conservative?",Conservative Republican,0.38,94,5,wisconsin
123,What is your political party? (Leaners included.) What is your gender? ,Democratic women,0.25,3,96,wisconsin
123,What is your political party? (Leaners included.) What is your gender? ,Democratic men,0.18,2,97,wisconsin
123,What is your political party? (Leaners included.) What is your gender? ,Republican women,0.24,92,7,wisconsin
123,What is your political party? (Leaners included.) What is your gender? ,Republican men,0.27,89,9,wisconsin
123,What is your political party? (Leaners included.) What is your gender? ,All others,0.06,33,61,wisconsin
124,"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?","Gun owner, self",0.32,63,34,wisconsin
124,"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.18,55,43,wisconsin
124,"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No,0.5,41,58,wisconsin
125,"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.5,60,37,wisconsin
125,"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No gun in household,0.5,41,58,wisconsin
126,"Are you, or is anyone in your household, a member of a labor union?","Union member, self",0.08,49,50,wisconsin
126,"Are you, or is anyone in your household, a member of a labor union?",Union member in household,0.07,40,59,wisconsin
126,"Are you, or is anyone in your household, a member of a labor union?",No,0.85,50,49,wisconsin
127,"Are you, or is anyone in your household, a member of a labor union?",Union household,0.15,45,54,wisconsin
127,"Are you, or is anyone in your household, a member of a labor union?",Nonunion household,0.85,50,49,wisconsin
128,"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.29,65,32,wisconsin
128,"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.71,46,53,wisconsin
129,Do you have a favorable or unfavorable opinion of the Democratic Party?,Very favorable,0.18,,,wisconsin
129,Do you have a favorable or unfavorable opinion of the Democratic Party?,Somewhat favorable,0.23,9,90,wisconsin
129,Do you have a favorable or unfavorable opinion of the Democratic Party?,Somewhat unfavorable,0.14,60,35,wisconsin
129,Do you have a favorable or unfavorable opinion of the Democratic Party?,Very unfavorable,0.42,94,4,wisconsin
129,Do you have a favorable or unfavorable opinion of the Democratic Party?,Do not know enough to say,0.03,,,wisconsin
130,Do you have a favorable or unfavorable opinion of Joe Biden? And the Democratic Party?,Favorable view of Dem Party and Biden,0.4,2,98,wisconsin
130,Do you have a favorable or unfavorable opinion of Joe Biden? And the Democratic Party?,"Favorable view of Dem Party, unfavorable view of Biden",0.02,,,wisconsin
130,Do you have a favorable or unfavorable opinion of Joe Biden? And the Democratic Party?,"Favorable view of Biden, unfavorable view of Dem Party",0.06,,,wisconsin
130,Do you have a favorable or unfavorable opinion of Joe Biden? And the Democratic Party?,Unfavorable view of Dem Party and Biden,0.52,92,5,wisconsin
131,Do you have a favorable or unfavorable opinion of Donald Trump? And the Republican Party?,Favorable view of Rep Party and Trump,0.45,98,1,wisconsin
131,Do you have a favorable or unfavorable opinion of Donald Trump? And the Republican Party?,"Favorable view of Rep Party, unfavorable view of Trump",0.04,,,wisconsin
131,Do you have a favorable or unfavorable opinion of Donald Trump? And the Republican Party?,"Favorable view of Trump, unfavorable view of Rep Party",0.03,,,wisconsin
131,Do you have a favorable or unfavorable opinion of Donald Trump? And the Republican Party?,Unfavorable view of Rep Party and Trump,0.48,5,93,wisconsin
131,Do you have a favorable or unfavorable opinion of Donald Trump? And the Republican Party?,Favorable view of both parties,0.03,,,wisconsin
132,What are your views on the Republican and the Democratic parties?,"Favorable view of Rep Party, unfavorable view of Dem Party",0.47,95,3,wisconsin
132,What are your views on the Republican and the Democratic parties?,"Favorable view of Dem Party, unfavorable view of Rep Party",0.4,2,98,wisconsin
132,What are your views on the Republican and the Democratic parties?,Unfavorable view of parties,0.11,42,50,wisconsin
133,Which best describes your family's financial situation? Are you...,Getting ahead,0.12,,,wisconsin
133,Which best describes your family's financial situation? Are you...,Holding steady,0.71,47,52,wisconsin
133,Which best describes your family's financial situation? Are you...,Falling behind,0.17,22,77,wisconsin
134,Do you think the condition of the nation’s economy is:,Excellent,0.06,95,5,wisconsin
134,Do you think the condition of the nation’s economy is:,Good,0.39,80,18,wisconsin
134,Do you think the condition of the nation’s economy is:,Not so good,0.42,26,73,wisconsin
134,Do you think the condition of the nation’s economy is:,Poor,0.12,6,92,wisconsin
134,Do you think the condition of the nation’s economy is:,Completely under control,0.03,,,wisconsin
135,Do you think the coronavirus in the United States is:,Mostly under control,0.13,96,3,wisconsin
135,Do you think the coronavirus in the United States is:,Somewhat under control,0.27,84,14,wisconsin
135,Do you think the coronavirus in the United States is:,Not at all under control,0.57,20,79,wisconsin
136,Do you think the coronavirus in the United States is:,Completely/Mostly under control,0.16,94,5,wisconsin
136,Do you think the coronavirus in the United States is:,Somewhat under control,0.27,84,14,wisconsin
136,Do you think the coronavirus in the United States is:,Not at all under control,0.57,20,79,wisconsin
137,Do you favor or oppose requiring people to wear masks when around other people outside of their homes?,Strongly favor,0.58,21,78,wisconsin
137,Do you favor or oppose requiring people to wear masks when around other people outside of their homes?,Somewhat favor,0.15,65,32,wisconsin
137,Do you favor or oppose requiring people to wear masks when around other people outside of their homes?,Somewhat oppose,0.11,,,wisconsin
137,Do you favor or oppose requiring people to wear masks when around other people outside of their homes?,Strongly oppose,0.15,,,wisconsin
138,"Overall, do you approve or disapprove of the way Donald Trump is handling his job as president?",Approve strongly,0.32,99,,wisconsin
138,"Overall, do you approve or disapprove of the way Donald Trump is handling his job as president?",Approve somewhat,0.18,93,5,wisconsin
138,"Overall, do you approve or disapprove of the way Donald Trump is handling his job as president?",Disapprove somewhat,0.06,,,wisconsin
138,"Overall, do you approve or disapprove of the way Donald Trump is handling his job as president?",Disapprove strongly,0.44,,98,wisconsin
139,"Thinking about voting in this presidential election, how important to you were Supreme Court nominations?",The single most important factor,0.14,50,48,wisconsin
139,"Thinking about voting in this presidential election, how important to you were Supreme Court nominations?","An important factor, but not the most important",0.57,42,57,wisconsin
139,"Thinking about voting in this presidential election, how important to you were Supreme Court nominations?",A minor factor,0.19,58,41,wisconsin
139,"Thinking about voting in this presidential election, how important to you were Supreme Court nominations?",Not a factor,0.1,73,26,wisconsin
140,"Thinking about voting in this presidential election, how important to you were protests over police violence?",The single most important factor,0.14,62,37,wisconsin
140,"Thinking about voting in this presidential election, how important to you were protests over police violence?","An important factor, but not the most important",0.6,45,54,wisconsin
140,"Thinking about voting in this presidential election, how important to you were protests over police violence?",A minor factor,0.17,47,52,wisconsin
140,"Thinking about voting in this presidential election, how important to you were protests over police violence?",Not a factor,0.08,62,36,wisconsin
141,"Thinking about voting in this presidential election, how important to you was the federal government’s response to the coronavirus?",The single most important factor,0.37,19,80,wisconsin
141,"Thinking about voting in this presidential election, how important to you was the federal government’s response to the coronavirus?","An important factor, but not the most important",0.44,58,40,wisconsin
141,"Thinking about voting in this presidential election, how important to you was the federal government’s response to the coronavirus?",A minor factor,0.13,86,12,wisconsin
141,"Thinking about voting in this presidential election, how important to you was the federal government’s response to the coronavirus?",Not a factor,0.05,90,6,wisconsin
142,"Thinking about voting in this presidential election, how important to you was the economic downturn?",The single most important factor,0.23,63,35,wisconsin
142,"Thinking about voting in this presidential election, how important to you was the economic downturn?","An important factor, but not the most important",0.59,40,59,wisconsin
142,"Thinking about voting in this presidential election, how important to you was the economic downturn?",A minor factor,0.12,56,42,wisconsin
142,"Thinking about voting in this presidential election, how important to you was the economic downturn?",Not a factor,0.05,77,22,wisconsin
143,"Thinking about voting in this presidential election, how important to you was the economic downturn?",A factor,0.94,47,51,wisconsin
143,"Thinking about voting in this presidential election, how important to you was the economic downturn?",Not a factor,0.05,77,22,wisconsin
144,How serious a problem is racism in U.S. society?,Very serious,0.4,17,82,wisconsin
144,How serious a problem is racism in U.S. society?,Somewhat serious,0.34,55,43,wisconsin
144,How serious a problem is racism in U.S. society?,Not too serious,0.18,88,10,wisconsin
144,How serious a problem is racism in U.S. society?,Not at all serious,0.08,95,3,wisconsin
145,How serious a problem is racism in U.S. society?,Very serious,0.4,17,82,wisconsin
145,How serious a problem is racism in U.S. society?,Less serious,0.6,71,28,wisconsin
146,How serious a problem is racism in policing?,Very serious,0.37,14,85,wisconsin
146,How serious a problem is racism in policing?,Somewhat serious,0.29,49,50,wisconsin
146,How serious a problem is racism in policing?,Not too serious,0.2,86,12,wisconsin
146,How serious a problem is racism in policing?,Not at all serious,0.11,95,3,wisconsin
147,How serious a problem is racism in policing?,Very serious,0.37,14,85,wisconsin
147,How serious a problem is racism in policing?,Less serious,0.6,70,28,wisconsin
148,"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.24,12,88,wisconsin
148,"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.27,80,19,wisconsin
148,"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.48,52,46,wisconsin
149,"Thinking about the criminal justice system in the United States, would you say it:",It needs a complete overhaul,0.15,27,73,wisconsin
149,"Thinking about the criminal justice system in the United States, would you say it:",It needs major changes,0.45,36,62,wisconsin
149,"Thinking about the criminal justice system in the United States, would you say it:",It needs minor changes,0.35,71,28,wisconsin
149,"Thinking about the criminal justice system in the United States, would you say it:",No changes are needed,0.04,,,wisconsin
150,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Very confident,0.25,30,68,wisconsin
150,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Somewhat confident,0.45,45,54,wisconsin
150,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Not too confident,0.23,71,27,wisconsin
150,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Not at all confident,0.07,69,26,wisconsin
151,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Very confident,0.25,30,68,wisconsin
151,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Less confident,0.75,55,43,wisconsin
152,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Very confident,0.44,65,34,wisconsin
152,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Somewhat confident,0.41,40,59,wisconsin
152,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Not too confident,0.12,23,75,wisconsin
152,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Not at all confident,0.03,34,61,wisconsin
153,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Very confident,0.44,65,34,wisconsin
153,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Less confident,0.56,36,62,wisconsin
154,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Very confident,0.32,19,80,wisconsin
154,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Somewhat confident,0.34,46,53,wisconsin
154,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Not too confident,0.22,78,21,wisconsin
154,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Not at all confident,0.12,86,11,wisconsin
155,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Very or somewhat confident,0.66,33,66,wisconsin
155,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Not too or not at all confident,0.33,80,17,wisconsin
156,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Very confident,0.32,19,80,wisconsin
156,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Less confident,0.67,63,35,wisconsin
157,How concerned are you that interference by foreign governments might affect the outcome of this election?,Very concerned,0.26,21,78,wisconsin
157,How concerned are you that interference by foreign governments might affect the outcome of this election?,Somewhat concerned,0.39,48,51,wisconsin
157,How concerned are you that interference by foreign governments might affect the outcome of this election?,Not too concerned,0.27,77,21,wisconsin
157,How concerned are you that interference by foreign governments might affect the outcome of this election?,Not at all concerned,0.08,,,wisconsin
158,How concerned are you that interference by foreign governments might affect the outcome of this election?,Very or somewhat concerned,0.65,37,61,wisconsin
158,How concerned are you that interference by foreign governments might affect the outcome of this election?,Not too or not at all concerned,0.35,78,20,wisconsin
159,Do you approve or disapprove of the way Congress is handling its job?,Approve strongly,0.05,,,wisconsin
159,Do you approve or disapprove of the way Congress is handling its job?,Approve somewhat,0.2,75,25,wisconsin
159,Do you approve or disapprove of the way Congress is handling its job?,Disapprove somewhat,0.31,45,53,wisconsin
159,Do you approve or disapprove of the way Congress is handling its job?,Disapprove strongly,0.43,37,61,wisconsin
160,Do you approve or disapprove of the way Congress is handling its job?,Approve,0.25,76,24,wisconsin
160,Do you approve or disapprove of the way Congress is handling its job?,Disapprove,0.74,41,58,wisconsin
160,Do you approve or disapprove of the way Congress is handling its job?,Enthusiastic,0.04,,,wisconsin
161,Which best describes your feelings about the way the federal government is working?,"Satisfied, but not enthusiastic",0.22,91,9,wisconsin
161,Which best describes your feelings about the way the federal government is working?,"Dissatisfied, but not angry",0.37,45,54,wisconsin
161,Which best describes your feelings about the way the federal government is working?,Angry,0.37,13,85,wisconsin
162,Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.26,92,8,wisconsin
162,Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.74,29,69,wisconsin
163,Which comes closer to your views?,Government should do more to solve problems,0.59,24,75,wisconsin
163,Which comes closer to your views?,Government doing too many things better left to business and individuals,0.4,77,22,wisconsin
164,How important is it to you for the next president to bring the country together?,Very important,0.75,42,57,wisconsin
164,How important is it to you for the next president to bring the country together?,Somewhat important,0.19,70,28,wisconsin
164,How important is it to you for the next president to bring the country together?,Not too important,0.04,,,wisconsin
164,How important is it to you for the next president to bring the country together?,Not at all important,0.01,,,wisconsin
165,How important is it to you for the next president to shake up the political system?,Very important,0.39,67,32,wisconsin
165,How important is it to you for the next president to shake up the political system?,Somewhat important,0.36,46,53,wisconsin
165,How important is it to you for the next president to shake up the political system?,Not too important,0.17,33,66,wisconsin
165,How important is it to you for the next president to shake up the political system?,Not at all important,0.07,,,wisconsin
166,How important is it to you for the next president to look out for people like you?,Very important,0.65,49,50,wisconsin
166,How important is it to you for the next president to look out for people like you?,Somewhat important,0.27,52,46,wisconsin
166,How important is it to you for the next president to look out for people like you?,Not too important,0.05,,,wisconsin
166,How important is it to you for the next president to look out for people like you?,Not at all important,0.02,,,wisconsin
167,Do you favor or oppose increasing federal government spending on green and renewable energy?,Strongly favor,0.38,11,89,wisconsin
167,Do you favor or oppose increasing federal government spending on green and renewable energy?,Somewhat favor,0.3,47,52,wisconsin
167,Do you favor or oppose increasing federal government spending on green and renewable energy?,Somewhat oppose,0.18,85,14,wisconsin
167,Do you favor or oppose increasing federal government spending on green and renewable energy?,Strongly oppose,0.14,,,wisconsin
168,Do you favor or oppose reducing government regulation of business?,Strongly favor,0.17,82,14,wisconsin
168,Do you favor or oppose reducing government regulation of business?,Somewhat favor,0.34,60,38,wisconsin
168,Do you favor or oppose reducing government regulation of business?,Somewhat oppose,0.3,28,71,wisconsin
168,Do you favor or oppose reducing government regulation of business?,Strongly oppose,0.17,9,91,wisconsin
169,Do you favor or oppose increasing taxes on goods imported to the U.S. from other countries?,Strongly favor,0.15,72,26,wisconsin
169,Do you favor or oppose increasing taxes on goods imported to the U.S. from other countries?,Somewhat favor,0.48,48,50,wisconsin
169,Do you favor or oppose increasing taxes on goods imported to the U.S. from other countries?,Somewhat oppose,0.28,32,67,wisconsin
169,Do you favor or oppose increasing taxes on goods imported to the U.S. from other countries?,Strongly oppose,0.08,,,wisconsin
170,"Which of the following comes closest to what you would like to see lawmakers do with the Affordable Care Act, also known as Obamacare?",Repeal the law entirely,0.19,96,4,wisconsin
170,"Which of the following comes closest to what you would like to see lawmakers do with the Affordable Care Act, also known as Obamacare?",Repeal parts of the law,0.28,78,19,wisconsin
170,"Which of the following comes closest to what you would like to see lawmakers do with the Affordable Care Act, also known as Obamacare?",Leave the law as is,0.11,18,78,wisconsin
170,"Which of the following comes closest to what you would like to see lawmakers do with the Affordable Care Act, also known as Obamacare?",Expand the law,0.4,6,94,wisconsin
171,"How important to you were Supreme Court nominations in voting in this presidential election? And what would you like to see lawmakers do with the Affordable Care Act, also known as Obamacare?",Supreme Court nominations were single most important factor in presidential vote and think Affordable Care Act should be left as is or expanded,0.06,,,wisconsin
171,"How important to you were Supreme Court nominations in voting in this presidential election? And what would you like to see lawmakers do with the Affordable Care Act, also known as Obamacare?",Supreme Court nominations were single most important factor in presidential vote and think Affordable Care Act should be repealed,0.06,,,wisconsin
171,"How important to you were Supreme Court nominations in voting in this presidential election? And what would you like to see lawmakers do with the Affordable Care Act, also known as Obamacare?",All others,0.88,44,54,wisconsin
172,Do you favor or oppose changing the health care system so that any American can buy into a government-run health care plan if they want to?,Strongly favor,0.37,18,81,wisconsin
172,Do you favor or oppose changing the health care system so that any American can buy into a government-run health care plan if they want to?,Somewhat favor,0.34,46,51,wisconsin
172,Do you favor or oppose changing the health care system so that any American can buy into a government-run health care plan if they want to?,Somewhat oppose,0.15,76,23,wisconsin
172,Do you favor or oppose changing the health care system so that any American can buy into a government-run health care plan if they want to?,Strongly oppose,0.14,81,16,wisconsin
173,Do you favor or oppose building a wall along the U.S.-Mexico border?,Strongly favor,0.29,94,5,wisconsin
173,Do you favor or oppose building a wall along the U.S.-Mexico border?,Somewhat favor,0.16,80,18,wisconsin
173,Do you favor or oppose building a wall along the U.S.-Mexico border?,Somewhat oppose,0.14,22,75,wisconsin
173,Do you favor or oppose building a wall along the U.S.-Mexico border?,Strongly oppose,0.4,5,95,wisconsin
174,Which of the following comes closer to your opinion? Should most immigrants who are living in the United States illegally be:,Offered a chance to apply for legal status,0.73,34,64,wisconsin
174,Which of the following comes closer to your opinion? Should most immigrants who are living in the United States illegally be:,Deported to the country they came from,0.26,75,23,wisconsin
175,"In general, how concerned are you about the effects of climate change?",Very concerned,0.38,13,87,wisconsin
175,"In general, how concerned are you about the effects of climate change?",Somewhat concerned,0.28,59,39,wisconsin
175,"In general, how concerned are you about the effects of climate change?",Not too concerned,0.19,86,10,wisconsin
175,"In general, how concerned are you about the effects of climate change?",Not at all concerned,0.15,,,wisconsin
176,Which comes closest to your opinion on abortion? Abortion should be:,Legal in all cases,0.21,11,88,wisconsin
176,Which comes closest to your opinion on abortion? Abortion should be:,Legal in most cases,0.35,32,65,wisconsin
176,Which comes closest to your opinion on abortion? Abortion should be:,Illegal in most cases,0.33,76,23,wisconsin
176,Which comes closest to your opinion on abortion? Abortion should be:,Illegal in all cases,0.1,,,wisconsin
177,"What should the United States Supreme Court do about Roe v. Wade, the 1973 decision on abortion: leave it as is or overturn it?",Leave it as is,0.71,33,65,wisconsin
177,"What should the United States Supreme Court do about Roe v. Wade, the 1973 decision on abortion: leave it as is or overturn it?",Overturn it,0.25,90,9,wisconsin
178,Should abortion be legal or illegal? And what should the Supreme Court do about Roe v. Wade?,Legal in all or most cases and leave Roe as is,0.56,24,75,wisconsin
178,Should abortion be legal or illegal? And what should the Supreme Court do about Roe v. Wade?,Legal in all or most cases and overturn Roe,0.02,,,wisconsin
178,Should abortion be legal or illegal? And what should the Supreme Court do about Roe v. Wade?,Illegal in all or most cases and overturn Roe,0.24,94,5,wisconsin
178,Should abortion be legal or illegal? And what should the Supreme Court do about Roe v. Wade?,Illegal in all or most cases and leave Roe as is,0.19,62,36,wisconsin
179,How important to you were Supreme Court nominations in voting in this presidential election? And what should the Supreme Court do about Roe v. Wade?,Supreme Court nominations were single most important factor in presidential vote and think Roe v. Wade should be left as is,0.58,,,wisconsin
179,How important to you were Supreme Court nominations in voting in this presidential election? And what should the Supreme Court do about Roe v. Wade?,Supreme Court nominations were single most important factor in presidential vote and think Roe v. Wade should be overturned,0.25,,,wisconsin
179,How important to you were Supreme Court nominations in voting in this presidential election? And what should the Supreme Court do about Roe v. Wade?,All others,0.17,,,wisconsin
180,"Do you think the Trump administration has made the U.S. safer or less safe from terrorism, or hasn’t it made much difference?",Made the U.S. safer,0.44,94,4,wisconsin
180,"Do you think the Trump administration has made the U.S. safer or less safe from terrorism, or hasn’t it made much difference?",Made the U.S. less safe,0.38,4,95,wisconsin
180,"Do you think the Trump administration has made the U.S. safer or less safe from terrorism, or hasn’t it made much difference?",Has not made much difference,0.17,33,65,wisconsin
181,"Do you think the Trump administration has made the U.S. safer or less safe from crime, or hasn’t it made much difference?",Made the U.S. safer,0.35,97,2,wisconsin
181,"Do you think the Trump administration has made the U.S. safer or less safe from crime, or hasn’t it made much difference?",Made the U.S. less safe,0.41,6,94,wisconsin
181,"Do you think the Trump administration has made the U.S. safer or less safe from crime, or hasn’t it made much difference?",Has not made much difference,0.24,54,43,wisconsin
182,"Do you think the Trump administration has made the U.S. safer or less safe from cyberattacks, or hasnt it made much difference?",Made the U.S. safer,0.29,93,5,wisconsin
182,"Do you think the Trump administration has made the U.S. safer or less safe from cyberattacks, or hasnt it made much difference?",Made the U.S. less safe,0.39,6,93,wisconsin
182,"Do you think the Trump administration has made the U.S. safer or less safe from cyberattacks, or hasnt it made much difference?",Has not made much difference,0.32,63,35,wisconsin
183,"Do you think President Trump is too tough, not tough enough or about right in his approach to Russia?",Too tough,0.04,,,wisconsin
183,"Do you think President Trump is too tough, not tough enough or about right in his approach to Russia?",Not tough enough,0.52,21,77,wisconsin
183,"Do you think President Trump is too tough, not tough enough or about right in his approach to Russia?",About right,0.42,89,8,wisconsin
184,"Do you think President Trump is too tough, not tough enough or about right in his approach to China?",Too tough,0.12,19,80,wisconsin
184,"Do you think President Trump is too tough, not tough enough or about right in his approach to China?",Not tough enough,0.46,42,56,wisconsin
184,"Do you think President Trump is too tough, not tough enough or about right in his approach to China?",About right,0.4,74,24,wisconsin
184,"Do you think President Trump is too tough, not tough enough or about right in his approach to China?",Too tough,0.02,,,wisconsin
185,"Do you think President Trump is too tough, not tough enough or about right in his approach to North Korea?",Not tough enough,0.55,31,68,wisconsin
185,"Do you think President Trump is too tough, not tough enough or about right in his approach to North Korea?",About right,0.4,82,15,wisconsin
186,"Do you think the United States should take a more or less active role solving the worlds problems, or is its current role about right?",More active,0.32,16,83,wisconsin
186,"Do you think the United States should take a more or less active role solving the worlds problems, or is its current role about right?",Less active,0.27,62,33,wisconsin
186,"Do you think the United States should take a more or less active role solving the worlds problems, or is its current role about right?",About right,0.41,73,26,wisconsin
187,Which best describes when you decided how you would vote?,I have known all along/I decided over the course of the campaign,0.94,50,50,wisconsin
187,Which best describes when you decided how you would vote?,I decided in the last few days/Still have not decided,0.05,,,wisconsin
188,How interested are you in the upcoming election?,Extremely interested,0.76,48,51,wisconsin
188,How interested are you in the upcoming election?,Very interested,0.17,50,48,wisconsin
188,How interested are you in the upcoming election?,Somewhat interested,0.05,50,44,wisconsin
188,How interested are you in the upcoming election?,Only a little interested,0.01,,,wisconsin
188,How interested are you in the upcoming election?,Not at all interested,0.01,,,wisconsin
189,How interested are you in the upcoming election?,Extremely or very,0.93,49,50,wisconsin
189,How interested are you in the upcoming election?,Somewhat,0.05,50,44,wisconsin
189,How interested are you in the upcoming election?,Only a little or not at all,0.02,,,wisconsin
190,Was it the right decision or the wrong decision for the Big 10 Conference to proceed with the college football season this year?,Right decision,0.48,74,24,wisconsin
190,Was it the right decision or the wrong decision for the Big 10 Conference to proceed with the college football season this year?,Wrong decision,0.49,24,75,wisconsin
191,Do you approve or disapprove of recent protests against police violence?,Approve strongly,0.17,7,93,wisconsin
191,Do you approve or disapprove of recent protests against police violence?,Approve somewhat,0.24,13,85,wisconsin
191,Do you approve or disapprove of recent protests against police violence?,Disapprove somewhat,0.17,52,47,wisconsin
191,Do you approve or disapprove of recent protests against police violence?,Disapprove strongly,0.42,85,13,wisconsin
192,"Do you approve or disapprove of the way Dr. Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases, has handled the coronavirus pandemic?",Approve strongly,0.39,14,86,wisconsin
192,"Do you approve or disapprove of the way Dr. Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases, has handled the coronavirus pandemic?",Approve somewhat,0.31,57,40,wisconsin
192,"Do you approve or disapprove of the way Dr. Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases, has handled the coronavirus pandemic?",Disapprove somewhat,0.17,86,12,wisconsin
192,"Do you approve or disapprove of the way Dr. Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases, has handled the coronavirus pandemic?",Disapprove strongly,0.12,90,8,wisconsin
193,Do you approve or disapprove of the way Donald Trump has handled the coronavirus pandemic?,Approve strongly,0.26,98,2,wisconsin
193,Do you approve or disapprove of the way Donald Trump has handled the coronavirus pandemic?,Approve somewhat,0.2,94,4,wisconsin
193,Do you approve or disapprove of the way Donald Trump has handled the coronavirus pandemic?,Disapprove somewhat,0.08,58,38,wisconsin
193,Do you approve or disapprove of the way Donald Trump has handled the coronavirus pandemic?,Disapprove strongly,0.47,2,97,wisconsin
194,"Would you say Joe Biden is too tolerant of extremist groups, or not?",Yes,0.44,87,11,wisconsin
194,"Would you say Joe Biden is too tolerant of extremist groups, or not?",No,0.55,18,81,wisconsin
195,"Would you say Donald Trump is too tolerant of extremist groups, or not?",Yes,0.53,17,81,wisconsin
